id,Unnamed: 0,Unnamed: 0.1,author_id,date,favorites,hashtags,mentions,retweets,text,url,Relevant,Violent,Incites,Threat,Anger,Upset,Neutral
498972968936947713,10290,10290,2562977288,2014-08-11 23:23:20,0,#Khaatumo #Khatumo,,0,BREAKING: Dad of Slain Unarmed Missouri Teen Michael Brown : 'We Need Justice for Our ... - ... http:// bit.ly/1ukBMBd #Khaatumo #Khatumo,http://bit.ly/1ukBMBd,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498831017650556928,10291,10291,876302191,2014-08-11 13:59:17,0,,,0,"The Guardian - Missouri: vigil for Michael Brown , unarmed teen shot dead by police - video http:// bit.ly/1uG94bx",http://bit.ly/1uG94bx,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498615353480466432,10292,10292,1040309124,2014-08-10 23:42:18,0,#MichaelBrown,@Lussenpop,0,Just angry before? Read this & add tears: MT @Lussenpop : Family of #MichaelBrown Talk About His Life http:// blogs.riverfronttimes.com/dailyrft/2014/ 08/mike_brown_shooting_ferguson_family.php …,http://blogs.riverfronttimes.com/dailyrft/2014/08/mike_brown_shooting_ferguson_family.php,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498771120992956416,10293,10293,20932767,2014-08-11 10:01:16,1,#FergusonRiot #FergusonShooting #MichaelBrown,,0,SAD!! RT: The Quick Trip on West Florissant Ave after riot and looters. #FergusonRiot #FergusonShooting #MichaelBrown pic.twitter.com/x3zC7fvPiR,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498977382305243137,10294,10294,764583392,2014-08-11 23:40:53,0,,,0,"Witnesses: Teen shot had arms raised: Michael Brown , 18, was fatally shot by a police officer Saturday night. ... http:// bit.ly/1oVIc64",http://bit.ly/1oVIc64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498813318425874432,10295,10295,477856294,2014-08-11 12:48:57,0,,,0,"Washington Post - After unarmed teen Michael Brown is killed, the St. Louis Post-Dispatch front page captures... http:// dlvr.it/6ZmkKf",http://dlvr.it/6ZmkKf,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498788135871201281,10296,10296,15574257,2014-08-11 11:08:53,0,#MichaelBrown,@TODAYshow,0,In true form @TODAYshow spends more time on a racetrack accident than on #MichaelBrown ...,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498334195471499266,10297,10297,30001287,2014-08-10 05:05:05,0,#MichaelBrown #RIPMichaelBrown #justice,,1,"The chaos continues in Ferguson, Missouri... #MichaelBrown #RIPMichaelBrown #justice http:// instagram.com/p/rgU9_ULjXe/",http://instagram.com/p/rgU9_ULjXe/,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498926259053682688,10298,10298,119989819,2014-08-11 20:17:44,0,#MichaelBrown,@colorlines,0,#MichaelBrown 's Death Didn't Happen in a Vacuum http:// feedproxy.google.com/~r/racewireblo g/~3/mtWrOdMCh7Y/michael_brown_st_louis.html … via @colorlines,http://feedproxy.google.com/~r/racewireblog/~3/mtWrOdMCh7Y/michael_brown_st_louis.html,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498818143226064897,10299,10299,1858755948,2014-08-11 13:08:07,0,,,0,"Night of Unrest Over Police Killing of St. Louis Teenager: After an evening vigil for Michael Brown , 18, who w... http:// nyti.ms/1uG0MAl",http://nyti.ms/1uG0MAl,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498904291944329218,10300,10300,1368149857,2014-08-11 18:50:27,0,,,0,"Ferguson, Mo. police chief says he plans to identify officer in Michael Brown shooting today, if he can reach the... http:// dlvr.it/6ZvxX8",http://dlvr.it/6ZvxX8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498755677611769856,10301,10301,2638745360,2014-08-11 08:59:54,0,,,0,Anger Over Michael Brown Shooting Leads to Looting - Wall Street Journal http:// bit.ly/1oW711T,http://bit.ly/1oW711T,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498680902826733568,10302,10302,15604930,2014-08-11 04:02:46,0,#michaelbrown,,0,There will alwaysbe police in Ferguson but not sure there will no longer bea Ferguson PD. The future cld be St Louis County PD #michaelbrown,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498977191086936064,10303,10303,1557821946,2014-08-11 23:40:07,0,,,0,"Witnesses: Teen shot had arms raised: Michael Brown , 18, was fatally shot by a police officer Saturday night. ... http:// bit.ly/1oVIc64",http://bit.ly/1oVIc64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498901509434650625,10304,10304,1160175426,2014-08-11 18:39:23,0,#MichaelBrown,@locs_n_laughts,0,Powerful oped on #MichaelBrown shooting from @locs_n_laughts: How many unarmed people have to die? http://www. cnn.com/2014/08/11/opi nion/granderson-missouri-police-shooting/index.html?sr=sharebar_twitter …,http://www.cnn.com/2014/08/11/opinion/granderson-missouri-police-shooting/index.html?sr=sharebar_twitter,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498969916993978368,10305,10305,10338902,2014-08-11 23:11:13,0,,,0,Why Not Assume the Worst After Missouri Police Shot Unarmed Black Teen Michael Brown ? http:// vice.com/read/why-not-a ssume-the-worst-after-missouri-police-shot-unarmed-black-teen-michael-brown-811 …,http://vice.com/read/why-not-assume-the-worst-after-missouri-police-shot-unarmed-black-teen-michael-brown-811,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498630174397980674,10306,10306,75316454,2014-08-11 00:41:12,0,#MichaelBrown,,3,"Crowd is being urged by some older gentlemen to ""take it to the Ferguson Police Department."" #MichaelBrown",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498954643854995457,10307,10307,190573667,2014-08-11 22:10:31,0,#MichaelBrown,@stlpublicradio,0,@stlpublicradio at the very least rebuild #MichaelBrown,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498944610056802305,10308,10308,355470606,2014-08-11 21:30:39,3,#MichaelBrown #EnoughisENOUGH #PoliceState #TeamEdShow,@edshow,3,@edshow Sad to say this won't be the last time we hear a story like this! #MichaelBrown #EnoughisENOUGH #PoliceState #TeamEdShow,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498959051464531968,10309,10309,335978747,2014-08-11 22:28:02,1,#Ferguson,,3,"""He was a big ol Teddy Bear, we called him Mike Mike."" Quote from Mother of Michael Brown . #Ferguson",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498940257799503872,10310,10310,245575938,2014-08-11 21:13:21,0,,@ComplexMag,0,RT @ComplexMag : Everything we know about the shooting of Michael Brown : http:// bit.ly/1uHFz96,http://bit.ly/1uHFz96,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498956953083990017,10311,10311,313038087,2014-08-11 22:19:42,0,#michaelbrown,,0,Heartbreaking watching the parents of #michaelbrown speak about their college-bound son at today's presser.,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498858544150507523,10312,10312,14731096,2014-08-11 15:48:39,1,,@iboudreau @allanbrauer,0,"@iboudreau @allanbrauer All true, but man it doesn't help in the Michael Brown case, because it takes the focus off Michael Brown .",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498951067741081602,10313,10313,467026225,2014-08-11 21:56:19,0,#MikeBrown #Ferguson #PoliceMurders #AfricanAmericanTeenagers,,0,Michael Brown Shooting: 5 Fast Facts You Need to Know http:// heavy.com/news/2014/08/m ichael-mike-brown-murder-killing-ferguson-pd/ … #MikeBrown #Ferguson #PoliceMurders #AfricanAmericanTeenagers,http://heavy.com/news/2014/08/michael-mike-brown-murder-killing-ferguson-pd/,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498928300568641536,10314,10314,26481436,2014-08-11 20:25:51,0,#michaelbrown,@rgay,0,"""An unarmed young black man is shot multiple times and his murderer is given the compensated benefit of the doubt. ""- @rgay #michaelbrown",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498634910060404736,10315,10315,267301520,2014-08-11 01:00:01,0,#MichaelBrown,,0,Done venting about these racists fucks. Back to relieving frustration. #MichaelBrown,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498637153413242880,10316,10316,81842188,2014-08-11 01:08:56,0,,,0,Protests Follow Police Shooting Of Unarmed Black Teenager Michael Brown http://www. alan.com/2014/08/10/pro tests-follow-police-shooting-of-unarmed-black-teenager-michael-brown/ …,http://www.alan.com/2014/08/10/protests-follow-police-shooting-of-unarmed-black-teenager-michael-brown/,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498843065189425152,10317,10317,106105369,2014-08-11 14:47:09,1,#Ferguson #Missouri #MichaelBrown,@newsnation,4,"#Ferguson , #Missouri Police to hold news conf on killing of unarmed teen #MichaelBrown next at 11am/et on @newsnation",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498916817835147265,10318,10318,15164565,2014-08-11 19:40:13,6,#Ferguson,,27,32 arrested in rioting as FBI denies it is taking over investigation into Michael Brown 's death: http:// slate.me/1sIEfBq #Ferguson,http://slate.me/1sIEfBq,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498849560467234816,10319,10319,766260300,2014-08-11 15:12:58,0,,,0,"Night of Unrest Over Police Killing of St. Louis Teenager: After an evening vigil for Michael Brown , 18, who w... http:// nyti.ms/1ynb4Wc",http://nyti.ms/1ynb4Wc,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498512786348310528,10320,10320,102414187,2014-08-10 16:54:44,0,,@dreamhampton,0,“ @dreamhampton Michael Brown 's murderers deserve to be prosecuted like they'd killed an unarmed white teenager while his hands were raised.”,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498467314467999744,10321,10321,95292621,2014-08-10 13:54:03,1,#MichaelBrown,,0,Can't take anymore news like #MichaelBrown . This is just too sad.,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498886323860557825,10322,10322,192936564,2014-08-11 17:39:03,1,#Ferguson #MichaelBrown,@PresReed,1,"""We need to get good, solid information out,"" says @PresReed . #Ferguson #MichaelBrown",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498729702568120320,10323,10323,2418049273,2014-08-11 07:16:41,0,,,0,Could somebody tell me WAT HAPPEN to michael brown . . Aint tryna be disrespectfull by keep askin but damn,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498646313215328256,10324,10324,243755593,2014-08-11 01:45:20,0,,,0,That Michael Brown situation is fucked up man.,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498481227415162880,10325,10325,26868790,2014-08-10 14:49:20,1,,,0,I'm hearing pieces of this Michael Brown story. But what I DO NOT want to see are pictures of that child's body! That's disrespectful,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498886545127264256,10326,10326,360774703,2014-08-11 17:39:55,1,#Greens #Libertarians #tlot #liberty #MichaelBrown #EricGarner,,0,#Greens and #Libertarians are the only people addressing police brutality http:// dankingliberty.blogspot.com / #tlot #liberty #MichaelBrown #EricGarner,http://dankingliberty.blogspot.com/,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498581911745597441,10327,10327,41831243,2014-08-10 21:29:25,1,,,1,"Seriously if you were another Trayvon, another Michael brown jr., how would the media twist your image? How would they tell your story?",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498902426951241728,10328,10328,2567914794,2014-08-11 18:43:02,0,,,0,"Ferguson, Mo. police chief says he plans to identify officer in Michael Brown shooting today, if he can reach the… http:// wp.me/p4rt6b-b3g",http://wp.me/p4rt6b-b3g,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498902627556409344,10329,10329,448233068,2014-08-11 18:43:50,0,#BBCtrending,,0,BBC News - #BBCtrending : The two faces of Michael Brown http:// bbc.in/1A7YyN8,http://bbc.in/1A7YyN8,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498756091292176384,10330,10330,2664603404,2014-08-11 09:01:33,0,,,0,Anger Over Michael Brown Shooting Leads to Looting http:// knews.esy.es/index.php?menu =trends&id=1407747602&l=en&key0=4 …,http://knews.esy.es/index.php?menu=trends&id=1407747602&l=en&key0=4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498939029136482305,10331,10331,203670084,2014-08-11 21:08:29,0,,,0,"What we know about Michael Brown 's shooting: It's a case of he said, he said. The accounts of why a police off... http:// bit.ly/XXTP2W",http://bit.ly/XXTP2W,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498727786098331649,10332,10332,404506526,2014-08-11 07:09:04,0,,,0,Michael Brown : Confrontations between police and residents of a St. Louis suburb raged into the night after a ... http:// bit.ly/1oVIc64,http://bit.ly/1oVIc64,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498511807967789056,10333,10333,16420471,2014-08-10 16:50:51,0,,@jasiri_x,0,"by @jasiri_x "" Michael Brown 's mother Lesley McSpadden places rose pedals at the spot where her unarmed… http:// instagram.com/p/rhmycOsPYe/",http://instagram.com/p/rhmycOsPYe/,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498609549910495233,10334,10334,99869923,2014-08-10 23:19:15,0,,@theinventher,0,I got Project Pat in my bio RT @theinventher If Michael Brown is a thug because he quoted rap lyrics then I am too.,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498495631707893760,10335,10335,28581862,2014-08-10 15:46:34,0,,@GhostwritaMusic,0,RT @GhostwritaMusic : They really killed Michael Brown 's homeboy too? This has to be confirmed asap.,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498644204810412033,10336,10336,2212929504,2014-08-11 01:36:57,1,,,0,"Hashtag further contextualized by police murder of Michael Brown , continued mass incarceration/criminalization of black bodies and lives.",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498852890346131456,10337,10337,16056686,2014-08-11 15:26:11,0,#MichaelBrown,,0,Just read this #MichaelBrown article. http:// us.cnn.com/2014/08/11/us/ missouri-teen-shooting/index.html?sr=sharebar_twitter … Wow. And they got Trayvon’s lawyer? Why?,http://us.cnn.com/2014/08/11/us/missouri-teen-shooting/index.html?sr=sharebar_twitter,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498542906106720256,10338,10338,60408425,2014-08-10 18:54:25,0,,,1,R.I.P. Michael Brown .,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498933006342422528,10339,10339,358316992,2014-08-11 20:44:33,1,,@Nelly_Mo,0,@Nelly_Mo I'm a reporter at St. Louis Public Radio. Please let me know if you'd be willing to speak with me about he Michael Brown incident.,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498515241362132992,10340,10340,231954801,2014-08-10 17:04:30,0,,,0,Michael Brown .. This Situation Is TERRIBLE ... BUT Is This The Only Time Blacks Wanna Stand Together Against These Coons?,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498932669376634880,10341,10341,298703991,2014-08-11 20:43:12,0,,,0,What We Know About the Police Shooting of Michael Brown http:// abcnews.go.com/US/police-shoo ting-18-year-michael-brown/story?id=24929276 …,http://abcnews.go.com/US/police-shooting-18-year-michael-brown/story?id=24929276,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498549329779757056,10342,10342,258961995,2014-08-10 19:19:57,2,,,2,That Michael Brown picture making me so sad & they so disrespectful to just let him lay there without at least covering his body,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498529926245408768,10343,10343,348279936,2014-08-10 18:02:51,0,,,0,Missouri teen shot in police conflict: A friend and witnesses say Missouri teen Michael Brown was unarmed and had... http:// dlvr.it/6ZP1fL,http://dlvr.it/6ZP1fL,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498617704517869568,10344,10344,229740713,2014-08-10 23:51:39,0,,,0,That Ferguson policeman who shot Michael Brown needs to take a lie detector test because this shit not really adding up.,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498684183489675264,10345,10345,284571283,2014-08-11 04:15:49,0,,,0,Slain St. Louis teen Michael Brown ’s family remembers him as ‘a gentle giant’: In an interview with the Riverf... http:// bit.ly/XV32J4,http://bit.ly/XV32J4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498303173682270208,10346,10346,752641182,2014-08-10 03:01:49,0,#MichaelBrown #rise #myblackisbeautiful,,0,"I will drive to DC rn, let's start marching around the country #MichaelBrown #rise #myblackisbeautiful",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498708341086887936,10347,10347,232147970,2014-08-11 05:51:48,0,,@BoNitalee_xo,0,RT @BoNitalee_xo : The media making a bigger deal out of the looting.. Smh God bless America .. Them stores gone bounce back Michael Brown w…,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498887529798832128,10348,10348,335447585,2014-08-11 17:43:50,0,,,0,The only violence surrounding the Michael brown murder that's important right now is the violence of the police,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498616090558468096,10349,10349,463179344,2014-08-10 23:45:14,4,#MichaelBrown,,8,You all think you're angry now? Wait til Don Lemon starts chiming in! #MichaelBrown,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498974823914033152,10350,10350,785908742,2014-08-11 23:30:43,0,#TeamYorkis,,0,#TeamYorkis : Dad of Slain Unarmed Missouri Teen Michael Brown : 'We Need Justice for Our Son': The officer unde... http:// abcn.ws/1mDUXy0,http://abcn.ws/1mDUXy0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498903738384252928,10351,10351,23628742,2014-08-11 18:48:15,0,,@washingtonpost,1,A shameful way to protest the Michael Brown shooting http:// wapo.st/1mD7phr via @washingtonpost,http://wapo.st/1mD7phr,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498972860141305856,10352,10352,2674154672,2014-08-11 23:22:54,0,#MICHAELBROWN #ROBINWILLIAMS,,0,"I can't Believe Robin Williams killed himself. First Mike Brown murder, now Robin Williams Suicide.. Just sad. #MICHAELBROWN #ROBINWILLIAMS",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498928264744665088,10353,10353,467941336,2014-08-11 20:25:42,0,,@blackvoices,0,When Parenting Feels Like a Fool's Errand: On the Death of Michael Brown http:// huff.to/1B9jvsm via @blackvoices,http://huff.to/1B9jvsm,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498849533854355456,10354,10354,164953389,2014-08-11 15:12:51,0,,@MarioEntertaime @marioentertaime,0,@MarioEntertaime Night of Unrest Over Police Killing of St. Louis Teenager: After an evening vigil for Michael Brown ... @marioentertaime,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498951770488336384,10355,10355,2608576512,2014-08-11 21:59:06,1,,,3,Michael Brown 's mom should be talking to him about his 1st day of college. Instead she's holding a pressed seeking justice for his murder,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498852634929807360,10356,10356,2595053648,2014-08-11 15:25:11,0,,,0,"Night of Unrest Over Police Killing of St. Louis Teenager: After an evening vigil for Michael Brown , 18, who w... http:// nyti.ms/1ynb090",http://nyti.ms/1ynb090,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498492229267116032,10357,10357,287985478,2014-08-10 15:33:03,2,#Ferguson #MichaelBrown,@AntonioFrench,10,Hundreds have joined the protest in #Ferguson https:// vine.co/v/MVQxIPwKJ3z via @AntonioFrench #MichaelBrown,https://vine.co/v/MVQxIPwKJ3z,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498967850108080128,10358,10358,42030829,2014-08-11 23:03:00,0,,,2,Michael Brown is the leading story on NBC News tonight. An eyewitness is speaking.,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498805969347153920,10359,10359,444686281,2014-08-11 12:19:45,6,#MichaelBrown #Ferguson,,9,"We pray for the family of #MichaelBrown and everyone in community of #Ferguson . It is important that in these times, above all, we pray.",,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498481521037422592,10360,10360,23032770,2014-08-10 14:50:30,0,#neverlovedus #michaelbrown,@jasiri_x,1,RT @jasiri_x : #neverlovedus #michaelbrown rest in peace little brother http:// instagram.com/p/rhY3PyOrdO/ /s/ZX0J,http://instagram.com/p/rhY3PyOrdO/,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498981412691644416,10361,10361,106274105,2014-08-11 23:56:54,0,#MichaelBrown,@EdLGordon @JulieDetroit,0,@EdLGordon @JulieDetroit It is also s disservice to ignore the crime altogether as tho it did not happen! #MichaelBrown,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498515074575638528,10362,10362,24575932,2014-08-10 17:03:50,0,,@_ebv,0,@_ebv Michael brown and the race car driver tony something,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498670417285246976,10363,10363,31305822,2014-08-11 03:21:06,0,#Ferguson #MikeBrown #FergusonShooting #STL,@FOX2now,0,. @FOX2now reports that the family of Michael Brown who was shot in #Ferguson called for peace. #MikeBrown #FergusonShooting #STL,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498486153495212033,10364,10364,23032770,2014-08-10 15:08:55,2,#MichaelBrown #Ferguson #STL,,5,They're ALREADY starting off lying in this news conf. on #MichaelBrown 's murder by #Ferguson PD: http:// fox2now.com/on-air/live-st reaming/ … /s/08DJ #STL,http://fox2now.com/on-air/live-streaming/,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498668921449222145,10365,10365,341218338,2014-08-11 03:15:10,0,#MichaelBrown #ignorehisignorance,@tishaura,0,@tishaura stop making that clown famous. He's looking for retweets and followers. #MichaelBrown #ignorehisignorance,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498475122043662336,10366,10366,391356320,2014-08-10 14:25:04,3,#Ferguson #MichaelBrown #STL,,3,"#Ferguson PD send machine guns, fercious dogs, and the ""tank"" to confront a grieving community. #MichaelBrown #STL http:// twitpic.com/e9trox",http://twitpic.com/e9trox,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498727369708818432,10367,10367,59267183,2014-08-11 07:07:25,0,,,0,Police Fatally Shoot Unarmed Black Teenager Michael Brown ! http://www. worldstarhiphop.com/videos/video.p hp?v=wshheKu4mIJ1O8Wwq3N4 …,http://www.worldstarhiphop.com/videos/video.php?v=wshheKu4mIJ1O8Wwq3N4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498914785879412736,10368,10368,17469289,2014-08-11 19:32:09,13,#MichaelBrown,,22,Rioting and looting breaks out in St. Louis suburb over the fatal police shooting of unarmed black teen #MichaelBrown http:// nyp.st/1rj7Lg4,http://nyp.st/1rj7Lg4,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498970434285883392,10369,10369,52942909,2014-08-11 23:13:16,0,#TrayvonMartin #ReneshaMcBride #MichaelBrown,@YahooNews,0,@YahooNews Unarmed child Michael Brown was Murdered because he is black. #TrayvonMartin #ReneshaMcBride #MichaelBrown,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
498928305270042624,10370,10370,128833664,2014-08-11 20:25:52,0,#news,,0,What we know about Michael Brown 's shooting http:// dlvr.it/6ZxRBC #news,http://dlvr.it/6ZxRBC,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
